"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"Zip","10706","Hastings on Hudson","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.87059798370391,100,,,749400,-0.451647183846971,0.415382553932735,0.0489698425406992,,0.0274240940254652,0.107142857142857,112
"Zip","10707","Yonkers","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.88786079270819,100,,,632700,-0.597014925373134,2.56119306208462,0.0478409988936306,,0.0318257956448911,0.0526315789473684,112
"Zip","10708","Eastchester","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.44800441927911,100,,,894900,-0.378492708449293,3.58837828452367,0.0126136998547324,,,,125
"Zip","10709","Eastchester","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.35492335312802,100,,,704300,-0.480429560548255,4.91583494711753,0.0361706659094136,,0.0412060301507538,0,111
"Zip","10710","Yonkers","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.90098052755144,100,,,503400,-0.435126582278481,3.55893849002263,0.0546762018275726,,0.0414565826330532,0.121621621621622,109
"Zip","10801","New Rochelle","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.225107029415827,100,,,522300,-0.305401794235541,-2.64678471575023,0.0456614972238176,,0.0702160493827161,0.197802197802198,103
"Zip","10803","Pelham","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.03093495373567,85.71,,,883000,-0.259798938213035,5.64728403924384,0.02580181200453,,0.0415400202634245,0.0487804878048781,99.5
"Zip","10804","New Rochelle","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.26985223035492,57.14,,,728100,-0.4920049200492,2.72291196388262,0.044720505425079,,0.0429522081064731,0.0422535211267606,118
"Zip","10901","Ramapo","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.03963540947383,92.31,,,473300,-0.0844416297234537,6.04974232578983,0.0529304880625396,,0.0608291359938009,0.13375796178344,122
"Zip","10913","Orangetown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,4.74589145145698,100,,,5e+05,-0.219517062462582,5.19671786240269,0.0719339999999999,,0.0467836257309941,0.0416666666666667,107
"Zip","10916","Hamptonburgh","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.41969341251208,,,,325300,-0.153468385512584,5.58260305095748,0.0838272363971719,,0.119565217391304,0.113636363636364,111
"Zip","10917","Woodbury","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.1157298715647,,,,330300,-0.151148730350665,12.7688630932059,0.066215561610657,,0.138888888888889,0.133333333333333,111
"Zip","10918","Chester","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.724347465819638,,,,279200,-0.178762960314623,4.41286462228871,0.0954154727793697,,0.157811260904044,0.120603015075377,111
"Zip","10920","Clarkstown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.38074851539843,100,,,422400,-0.118231260345235,6.45161290322581,0.0666287878787879,,0.0600706713780919,0.141176470588235,103
"Zip","10921","Florida","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.82709570501312,,,,257100,-0.116550116550117,7.03580349708576,0.091851419681058,,0.151133501259446,0.183333333333333,111
"Zip","10923","West Haverstraw","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.53970446070985,50,,,323600,0.0309119010819165,9.21363482956463,0.0879604449938196,,0.132124352331606,0.186274509803922,109
"Zip","10924","Goshen","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.61455600055241,,,,287000,-0.24330900243309,4.02319681043856,0.095540069686411,,0.135506003430532,0.107594936708861,111
"Zip","10925","Greenwood Lake","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.626294710675321,,,,220000,-0.136177939173854,3.09278350515464,0.100781818181818,,0.205056179775281,0.0821917808219178,111
"Zip","10926","Harriman","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.97265571053722,,,,177100,0.796812749003984,-2.04646017699115,0.155499717673631,,0.210300429184549,0.0408163265306122,111
"Zip","10927","Haverstraw","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.758044468996,,,,221600,-0.225123818099955,12.7161749745677,0.102175090252708,,0.259351620947631,0.182692307692308,109
"Zip","10928","Highland Falls","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.517193757768264,,,,203000,-0.196656833824975,3.78323108384458,0.143965517241379,,0.338383838383838,0.0895522388059702,111
"Zip","10930","Woodbury","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.67932605993647,,,,310400,-0.128700128700129,9.14205344585091,0.0584826030927834,,0.135922330097087,0.103174603174603,111
"Zip","10940","Middletown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.70556552962298,,,,176400,-0.113250283125708,4.19373892498523,0.149676870748299,,0.298735861610113,0.0979955456570156,110.5
"Zip","10941","Scotchtown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.60447452009391,,,,230500,0.130321459600348,6.71296296296296,0.123080260303688,,0.245559038662487,0.127659574468085,111
"Zip","10950","Monroe","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.50365971550891,,,,305000,-0.16366612111293,10.9090909090909,0.097911475409836,,0.181239623685667,0.0687022900763359,118
"Zip","10952","Ramapo","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.57367766883027,100,,,645900,-0.262507720815318,1.68450881612091,0.0382520514011457,,0.0521104742053153,0.09,126
"Zip","10954","Clarkstown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.798922800718133,66.67,,,387300,-0.257532835436518,8.60908581043186,0.0646759617867287,,0.0977726352328609,0.0798816568047337,102
"Zip","10956","Ramapo","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.01961055102886,84.62,5.5191,,473100,-0.126662444585181,5.18008003557136,0.0703699006552525,,0.0544554455445545,0.118881118881119,106
"Zip","10958","Wawayanda","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.44662339455876,,,,253400,-0.0788643533123028,5.18887505188875,0.0877387529597475,,0.155642023346304,0.15,111
"Zip","10960","Orangetown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.72324264604336,100,,,518600,-0.307574009996155,14.4307149161518,0.048104512148091,,0.0589812332439678,0.121212121212121,107
"Zip","10962","Orangetown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.29968236431432,50,,,488700,0.0409416581371546,7.00678782570615,0.0649457745037856,,0.0375494071146245,0.0526315789473684,107
"Zip","10963","Mt Hope","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.7229664410993,,,,211100,0.285035629453682,8.92672858617131,0.113353860729512,,0.134615384615385,0.142857142857143,111
"Zip","10964","Orangetown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.24430327302859,100,,,658400,-0.633866586175672,4.67408585055644,0.0440643985419198,,0.0647482014388489,0.111111111111111,107
"Zip","10965","Orangetown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.3520232012153,83.33,,,441000,-0.40650406504065,3.47254809948381,0.063469387755102,,0.0450138504155125,0.0769230769230769,104.5
"Zip","10968","Orangetown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,4.27910509598122,,,,697400,-0.399885746929449,6.39206712433257,0.0199612847720103,,0.0354609929078014,0,107
"Zip","10970","Mount Ivy","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.878331722137826,60,,,497200,-0.280786201363819,8.93952673093777,0.0503962188254223,,0.08719646799117,0.126582278481013,117
"Zip","10973","Wawayanda","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.70197486535009,,,,259300,0.0385802469135802,2.08661417322835,0.0978596220593906,,0.173913043478261,0.03125,111
"Zip","10974","Ramapo","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.52327026653777,100,,,307400,-0.453367875647668,2.63772954924875,0.119294079375407,,0.116331096196868,0.173076923076923,126
"Zip","10977","Ramapo","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.59770749896423,88.89,,,479000,-0.187539070639717,5.46014971378247,0.0544196242171191,,0.0597014925373134,0.180232558139535,120.5
"Zip","10980","Stony Point","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.21323021682088,100,,,360600,-0.24896265560166,6.87611144042679,0.0681198003327788,,0.101568951279934,0.16260162601626,97
"Zip","10983","Orangetown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.62132302168209,,,,477600,-0.167224080267559,8.47149670679083,0.0709108040201005,,0.0555555555555556,0.0263157894736842,107
"Zip","10984","Thiells","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.9298439442066,100,,,392400,-0.22883295194508,18.9090909090909,0.0461493374108053,,0.0764119601328904,0.304347826086956,109
"Zip","10986","Stony Point","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.07899461400359,100,,,448800,0.312919088064372,11.0341415141019,0.044162210338681,,0.0670731707317073,0,100
"Zip","10987","Tuxedo","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.52575611103439,,,,477600,0,16.2043795620438,0.0560448073701842,,0.116279069767442,0.125,111
"Zip","10989","Clarkstown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.535147079132717,60,,,392500,-0.279471544715447,6.65760869565217,0.0663566878980892,,0.0934579439252336,0.1,103
"Zip","10990","Warwick","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.8592735809971,,,,326100,0.0613685179502915,13.6236933797909,0.0605887764489421,,0.110034207525656,0.10880829015544,104
"Zip","10992","Washingtonville","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.51967960226488,,,,279500,0,6.59801678108314,0.0918211091234347,,0.167591564927858,0.0993377483443709,111
"Zip","10993","West Haverstraw","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.3161165584864,100,,,213900,-0.557880055788006,8.19423368740516,0.111552127162225,,0.342233009708738,0.120567375886525,109
"Zip","10994","Clarkstown","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.741610274823919,85.71,,,474600,-0.294117647058824,3.6697247706422,0.0606868942267171,,0.0577249575551783,0.132352941176471,103
"Zip","10998","Minisink","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.899737605303135,,,,288500,-0.10387811634349,3.29394915861081,0.102322357019064,,0.15018315018315,0.170731707317073,111
"Zip","11001","Floral Park","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.00731943101782,100,,,610500,-0.37532637075718,5.00515995872033,0.0418099918099919,,0.0246052148365773,0.119402985074627,114
"Zip","11003","Elmont","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.86700731943102,100,,,434600,-0.435280641466208,6.20723362658847,0.0657455131155085,,0.09068746952706,0.220430107526882,132
"Zip","11004","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.52713713575473,100,,,639500,-0.14053716427233,4.22099087353325,0.0521813917122753,,0.0161579892280072,0,142
"Zip","11010","Franklin Square","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.13948349675459,100,,,502500,-0.514749554543655,10.1007887817704,0.0439323383084578,,0.0406091370558376,0.0666666666666667,118
"Zip","11020","Great Neck","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.27468581687612,100,,,1219600,-0.448942943433189,7.07638279192274,0.0171129878648737,,0.0310344827586207,0,138
"Zip","11021","Great Neck","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.99820466786355,100,,,1211000,-0.550217623388355,4.54977121643788,0.00945417010734939,,0.0342172797262618,0.05,138
"Zip","11023","Great Neck","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.21364452423698,100,,,1164900,-0.614282057844894,4.31628906599803,0.00966692419950221,,0.0341328413284133,0.027027027027027,138
"Zip","11024","Great Neck","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.28090042811766,0,,,2054500,-0.667214620702993,0.278211636079656,-0.0225621805792163,,0.0241286863270777,0,138
"Zip","11030","Manhasset","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.77737881508079,91.67,,,1626000,-0.690160630305992,-0.817372209344882,-0.0464772447724477,,0.0201577563540754,0.0434782608695652,133
"Zip","11040","North New Hyde Park","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.37867697831791,90,,,673300,-0.458308693081017,7.86606856776674,0.0374469033120453,,0.0327837423312883,0.0409356725146199,117.5
"Zip","11050","Port Washington","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.49399254246651,90,,,903300,-0.594255529877847,4.15081286751989,0.0252031440274549,,0.0295595625184747,0.04,126
"Zip","11096","Inwood","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.02872531418312,100,,,458400,-0.456026058631922,10.0600240096038,0.0349803664921466,,0.103703703703704,0.214285714285714,123
"Zip","11101","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.04888827510012,88.89,,,1079800,-0.194102967002496,4.17752050168837,0.0435386182626412,,0.0623409669211196,0,142
"Zip","11102","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.38254384753487,100,,,644500,-0.232198142414861,2.10709759188847,0.0477626066718386,,0.0806916426512968,0,142
"Zip","11104","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.60102195829305,100,,,6e+05,-0.381869500249045,-3.1945788964182,0.064705,,0.0246305418719212,0.2,142
"Zip","11105","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.29415826543295,100,,,832700,0,-0.810005955926147,0.0438681397862375,,,,142
"Zip","11203","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,7.49205910785803,100,,,509300,-0.117670131398313,11.8603118822754,0.0898115059886118,,0.0646916565900846,0.242990654205608,148.5
"Zip","11204","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.24844634718961,100,,,901100,-0.331821701139254,5.45348156816852,0.0639240927754967,,,,142
"Zip","11205","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.87059798370391,100,,,833400,-0.322927879440258,9.15520628683693,0.0621934245260378,,0.112107623318386,0.0133333333333333,142
"Zip","11206","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.3358652119873,100,,,696600,-0.171969045571797,11.5452361889512,0.0806402526557566,,0.138632162661738,0,142
"Zip","11209","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.16392763430465,100,9.0909,,972300,-0.246229609110496,0.133882595262616,0.0622071377146971,,,,184
"Zip","11210","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.80914238364867,100,2.9412,,823200,-0.242365487154629,5.37634408602151,0.0669934402332362,,0.031062124248497,0.161290322580645,142
"Zip","11211","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.09570501311973,100,,,964600,-0.515676567656766,0.752036766241905,0.041044992743106,,,,142
"Zip","11212","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.67103991161442,100,,,433000,-0.322283609576427,11.9441571871768,0.072662817551963,,0.0596546310832025,0.184210526315789,142
"Zip","11213","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.9403397320812,100,,,887200,-0.0675827889164226,2.98316889146837,0.0596201532912535,,,,142
"Zip","11214","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.366938268195,100,,,710900,-0.2945301542777,7.07937942461214,0.0790153326768885,,,,183
"Zip","11215","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.24775583482944,93.75,,,1302800,0,7.31466227347611,0.0327671169788148,,,,114
"Zip","11216","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.14970307968513,100,,,839200,-0.119019281123542,3.77148509954248,0.0496151096282174,,,,133
"Zip","11217","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,0.446761497030797,100,,,1262400,-0.292236000315931,-3.056366149593,0.027484949302915,,,,106
"Zip","11218","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.9141002623947,100,,,990800,-0.221550855991944,5.3034328834095,0.0666400888171175,,,,142
"Zip","11219","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.99461400359066,100,,,783500,-0.102001785031238,8.03916161059018,0.0736426292278238,,,,142
"Zip","11222","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,1.43281314735534,100,,,1017400,-0.469575425552729,1.21368881814564,0.0266443876548064,,,,142
"Zip","11223","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,7.79795608341389,100,,,900200,-0.221680336954112,7.25604670558799,0.0529426794045769,,,,201
"Zip","11224","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,7.59632647424389,100,,,532000,-0.28116213683224,8.41654778887304,0.0846785714285714,,0.031496062992126,0.1,142
"Zip","11225","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,4.8342770335589,100,,,1379600,-0.274685557322539,-0.583699646897745,0.0107465932154247,,0.0305927342256214,0,142
"Zip","11226","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.98812318740505,100,,,816400,-0.183396503240005,20.3065134099617,0.0163326800587946,,,,139.5
"Zip","11228","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.21461124154122,100,,,905900,-0.253248183219555,2.67482715629604,0.070342201125952,,,,178
"Zip","11229","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,7.65640104957879,92.86,,,759500,-0.210222047037183,6.11988263238787,0.0691007241606321,,0.0341098169717138,0.0365853658536585,206.5
"Zip","11230","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.87626018505731,88.89,,,1057100,-0.235938089845225,8.3094262295082,0.039241320594078,,0.0253682487725041,0.0645161290322581,174
"Zip","11231","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.16668968374534,100,,,1196700,-0.00835561497326203,-2.32615083251714,0.0476736024066182,,0.0350877192982456,0,130
"Zip","11234","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.7939511117249,100,,,593500,-0.252100840336134,7.44026068066618,0.07069250210615,,0.0417685411572942,0.15609756097561,159
"Zip","11235","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,4.58500207153708,87.5,,,725500,-0.343406593406593,5.92787268214338,0.0617656788421779,,,,169.5
"Zip","11236","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.50089766606822,87.5,,,466000,-0.0429000429000429,9.05686871050784,0.0906287553648069,,,,149
"Zip","11238","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.22717856649634,91.67,,,1047000,-0.20017157563626,4.34522623081523,0.0583896848137535,,,,119
"Zip","11249","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,7.85043502278691,100,,,1133000,0.478893224547712,2.58964143426295,0.0367105030891439,,,,142
"Zip","11354","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.61690374257699,80,,,725100,-0.165220983064849,12.0710973724884,0.0740739208385051,,0.0507380073800738,0.0181818181818182,151.5
"Zip","11355","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.17456152465129,100,,,715500,-0.139567341242149,6.20454208104498,0.0327812718378757,,0.0397579948141746,0,122
"Zip","11356","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.15812733047922,75,,,721400,-0.193691200885446,7.63951059385258,0.0524147490989741,,0.0343839541547278,0.0833333333333333,142
"Zip","11357","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,9.05814114072642,100,,,908000,-0.0770331242434247,8.88595754886677,0.0418755506607928,,0.0248684839789574,0.0192307692307692,144.5
"Zip","11358","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.85098743267504,100,,,883200,-0.158263621976034,6.01368383147281,0.0432484148550725,,0.0160753880266075,0,144.5
"Zip","11360","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.19734843253694,88.89,,,795400,-0.163173088992092,6.98049764626765,0.0569889363842091,,0.0226364846870839,0.176470588235294,142
"Zip","11361","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,4.86949316392763,88.89,,,858800,-0.104687681749447,3.50729179221405,0.0459455053563111,,0.0241758241758242,0.0303030303030303,121
"Zip","11362","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.12981632371219,100,,,912000,-0.207900207900208,3.24917921430997,0.0510953947368422,,0.0187376725838264,0.0526315789473684,140
"Zip","11363","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,9.05952216544676,100,,,1026600,0.00974184120798831,-0.155611748687026,0.0702269627897916,,0.0208333333333333,0,142
"Zip","11364","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.73884822538323,100,,,881000,-0.136023577420086,2.47760846807026,0.0592735527809307,,0.0151715039577836,0.0434782608695652,127.5
"Zip","11365","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.83690098052755,100,,,842200,-0.165955429113324,3.56615838662076,0.0523141771550701,,0.0140395660497766,0.0909090909090909,135
"Zip","11366","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.38972517608065,100,,,893800,-0.055909650005591,6.96505505026328,0.0480308793913626,,0.0284210526315789,0.037037037037037,142
"Zip","11367","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.51194586383096,100,,,798800,-0.262205019353228,8.20915740991601,0.0645868803204808,,0.0327868852459016,0.0217391304347826,142
"Zip","11368","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,9.86327855268609,100,,,529900,0.170132325141777,9.39306358381503,0.0896829590488772,,,,142
"Zip","11369","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.46844358514017,100,,,687400,-0.0872093023255814,7.30565095223228,0.0518940936863543,,0.0491183879093199,0.153846153846154,119
"Zip","11370","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,4.08230907333241,100,,,671200,-0.385871178391214,4.17507372342077,0.0428530989272944,,0.046070460704607,0.0588235294117647,142
"Zip","11372","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,9.02085347327717,100,,,576800,0.0173400381480839,11.9565217391304,0.0315620665742025,,,,142
"Zip","11373","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,8.97251760806518,100,,,574900,-0.0173913043478261,6.40384971312234,0.0677961384588623,,,,142
"Zip","11374","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.48087280762326,100,,,756800,-0.407948414265035,1.54300281765732,0.048953488372093,,0.0581395348837209,0.04,142
"Zip","11375","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.43336555724347,100,,,972500,-0.379020692481049,3.25971543852198,0.047973264781491,,,,123
"Zip","11377","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,7.9201767711642,100,,,733500,-0.0272590977238653,3.73355960967331,0.0643449216087253,,,,142
"Zip","11378","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,7.16889932329789,100,,,691200,-0.173310225303293,5.23751522533496,0.0591174768518519,,0.0228928199791883,0.0909090909090909,161
"Zip","11379","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,6.94241126916172,100,,,722200,-0.207268205057344,1.48960089938168,0.0662545001384658,,0.0205479452054795,0.0303030303030303,159
"Zip","11385","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,7.14749344013258,100,,,660500,-0.166263603385732,7.03289580294928,0.0403512490537472,,,,142
"Zip","11411","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,2.49827371909957,90.91,,,453300,-0.220118864186661,0.935203740814963,0.0713545113611296,,0.074780814853017,0.193103448275862,142
"Zip","11412","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,3.13699765225798,100,3.9333,,437900,-0.227842333105491,0.528007346189164,0.0688718885590318,,0.100591715976331,0.298039215686275,141.5
"Zip","11413","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.90111863002348,100,3.2708,,451800,-0.0221287895552113,3.15068493150685,0.0746923417441345,,0.0845522654298965,0.244725738396625,125
"Zip","11414","New York","NY","New York-Newark-Jersey City, NY","New York-Newark-Jersey City, NY-NJ-PA",,5.12360171247065,100,,,643900,0.0310703743980115,3.30498957163485,0.0916136045969871,,0.0576784426820476,0.1625,135
